,Balance,CreditScore,Age,Tenure,EstimatedSalary,DaysLastTransaction,Geography,Gender,MembershipType,HasCrCard,Exited
2402,96288.26,652.0,31.0,3.0,100000.325,31.0,France,Male,Savings,True,False
2403,91547.84,641.0,26.0,4.0,28157.34,17.0,France,Female,Savings,False,False
2404,138292.64,631.0,37.0,5.0,152422.91,61.0,Netherlands,Male,FullAccess,False,True
2405,0.0,685.0,35.0,9.0,167033.83,54.0,France,Male,Savings,True,False
2406,71667.74,702.0,32.0,8.0,126082.18,22.0,Netherlands,Male,Savings,True,False
2407,118994.84,708.0,43.0,0.0,181499.77,80.0,Netherlands,Female,Savings,True,True
2409,145610.07,654.0,37.0,2.0,186300.59,57.0,Netherlands,Male,FullAccess,False,False
2410,138162.81,596.0,33.0,5.0,85412.54,48.0,Netherlands,Female,Savings,True,False
2411,135020.21,549.0,31.0,9.0,23343.18,12.0,Germany,Female,FullAccess,True,False
2412,0.0,754.0,38.0,2.0,180698.32,85.0,Netherlands,Male,FullAccess,True,False
2414,0.0,652.0,52.0,9.0,100000.325,50.0,Italy,Female,Savings,True,True
2416,117640.39,652.0,46.0,9.0,88920.68,76.0,Netherlands,Male,Savings,True,False
2417,111379.55,732.0,33.0,8.0,45098.62,17.0,Spain,Female,Savings,True,False
2418,0.0,652.0,40.0,6.0,20339.79,23.0,Italy,Male,Savings,True,True
2419,136820.99,580.0,57.0,0.0,108528.74,25.0,Netherlands,Female,Savings,False,False
2420,98752.51,593.0,46.0,7.0,145560.38,34.0,Netherlands,Female,Savings,True,False
2421,158266.42,653.0,37.0,2.0,199357.24,9.0,Netherlands,Female,OnlineBank,True,False
2422,105599.67,746.0,29.0,4.0,100000.325,16.0,Netherlands,Female,Savings,True,False
2423,0.0,662.0,29.0,10.0,137508.31,44.0,France,Female,FullAccess,True,False
2424,0.0,573.0,31.0,2.0,91957.39,23.0,Netherlands,Male,FullAccess,True,False
2425,139723.9,684.0,39.0,5.0,120612.11,23.0,Netherlands,Female,Savings,True,False
2427,132571.67,798.0,49.0,5.0,31686.33,6.0,Netherlands,Female,Savings,True,True
2428,180516.9,524.0,40.0,2.0,180002.42,65.0,Netherlands,Male,Savings,True,False
2429,0.0,816.0,31.0,8.0,28407.4,12.0,Italy,Male,FullAccess,True,False
2430,92805.72,742.0,41.0,4.0,73743.95,24.0,Italy,Female,Savings,False,True
2431,0.0,540.0,22.0,4.0,186233.26,18.0,France,Male,OnlineBank,True,True
2432,135309.36,652.0,37.0,3.0,31728.86,42.0,Germany,Male,Savings,True,True
2433,128917.84,759.0,74.0,6.0,48244.64,6.0,Spain,Female,Savings,True,False
2434,56580.93,652.0,52.0,2.0,113266.28,51.0,Netherlands,Female,Savings,True,True
2435,131390.75,608.0,42.0,8.0,71178.09,60.0,Germany,Male,FullAccess,True,False
2436,0.0,704.0,37.0,4.0,25684.93,84.0,Spain,Male,FullAccess,False,False
2437,0.0,581.0,41.0,8.0,100000.325,72.0,Netherlands,Male,FullAccess,False,False
2439,0.0,566.0,42.0,6.0,180702.12,74.0,Italy,Female,Savings,True,True
2440,0.0,701.0,59.0,7.0,27597.59,20.0,Spain,Male,FullAccess,False,False
2441,0.0,652.0,29.0,10.0,95025.27,16.0,Spain,Male,FullAccess,True,False
2442,0.0,680.0,34.0,1.0,167035.07,80.0,France,Female,FullAccess,True,False
2443,0.0,560.0,37.0,0.0,116781.71,15.0,Italy,Male,FullAccess,False,False
2444,102714.65,663.0,37.0,4.0,21170.81,33.0,Italy,Female,FullAccess,False,False
2445,67816.72,652.0,37.0,5.0,29641.58,3.0,Netherlands,Female,Savings,True,False
2446,81710.46,758.0,51.0,8.0,116520.07,29.0,France,Male,Savings,True,False
2447,75237.54,621.0,26.0,2.0,44220.4,0.0,France,Male,Savings,False,False
2448,124023.18,764.0,28.0,10.0,166188.28,48.0,Netherlands,Male,Savings,True,False
2449,100727.5,537.0,37.0,5.0,140857.76,8.0,Germany,Female,Savings,False,True
2450,107238.85,589.0,46.0,10.0,37024.28,29.0,Netherlands,Female,Savings,True,False
2451,0.0,555.0,24.0,5.0,27513.47,65.0,Netherlands,Male,FullAccess,True,False
2452,139994.66,734.0,29.0,0.0,17744.72,29.0,Italy,Female,Savings,True,False
2453,126224.87,783.0,59.0,9.0,100000.325,26.0,Netherlands,Male,Savings,True,False
2454,145751.03,678.0,51.0,1.0,109718.44,65.0,Germany,Female,Savings,False,True
2456,121166.89,607.0,25.0,4.0,115288.24,4.0,Spain,Female,Savings,False,False
2459,70655.48,652.0,63.0,9.0,78955.8,59.0,Italy,Male,Savings,True,True
2460,129901.21,660.0,37.0,1.0,26025.6,67.0,Netherlands,Male,Savings,True,True
2461,125470.81,637.0,40.0,8.0,174536.17,3.0,France,Male,Savings,True,False
2464,107041.3,583.0,40.0,4.0,100000.325,24.0,Germany,Male,Savings,True,False
2465,0.0,763.0,32.0,10.0,81310.1,18.0,Netherlands,Female,Savings,False,False
2466,145166.09,516.0,32.0,3.0,111421.45,50.0,Germany,Male,FullAccess,False,False
2467,0.0,617.0,27.0,4.0,190269.21,79.0,France,Female,FullAccess,False,False
2468,65962.63,700.0,38.0,9.0,100950.48,5.0,France,Male,Savings,True,False
2470,0.0,689.0,31.0,3.0,120663.57,23.0,Netherlands,Male,Savings,False,False
2471,171787.84,626.0,49.0,9.0,187192.23,29.0,Germany,Male,FullAccess,True,False
2472,149238.97,686.0,37.0,5.0,97825.23,2.0,Netherlands,Male,Savings,True,False
2473,163146.46,351.0,57.0,4.0,169621.69,76.0,Italy,Female,Savings,True,True
2474,0.0,739.0,37.0,8.0,191557.1,41.0,Netherlands,Female,FullAccess,True,True
2476,0.0,451.0,38.0,9.0,167538.66,26.0,Netherlands,Female,Savings,True,False
2477,145150.28,512.0,41.0,8.0,64869.32,29.0,France,Female,Savings,True,True
2478,126670.37,774.0,41.0,5.0,102426.06,90.0,France,Female,Savings,True,False
2479,84390.8,652.0,40.0,5.0,107876.2,24.0,Netherlands,Female,FullAccess,False,False
2480,89728.86,638.0,37.0,2.0,37294.88,9.0,Italy,Male,FullAccess,True,False
2481,0.0,475.0,57.0,1.0,89248.99,29.0,Netherlands,Female,FullAccess,True,False
2482,118628.8,567.0,40.0,4.0,91973.63,56.0,Spain,Male,Savings,False,False
2483,0.0,750.0,37.0,5.0,16870.2,41.0,Netherlands,Male,FullAccess,True,False
2484,96863.13,652.0,39.0,5.0,121681.19,20.0,Netherlands,Male,Savings,True,False
2485,142263.45,753.0,38.0,6.0,33730.43,9.0,Italy,Female,Savings,False,False
2486,0.0,683.0,36.0,7.0,104786.59,80.0,Netherlands,Female,FullAccess,True,False
2487,0.0,710.0,32.0,3.0,94790.34,56.0,Netherlands,Female,Savings,True,False
2488,0.0,645.0,21.0,1.0,28726.07,62.0,Italy,Female,FullAccess,False,False
2489,122724.37,714.0,28.0,6.0,67057.27,5.0,France,Male,Savings,True,False
2490,174902.26,696.0,35.0,4.0,69079.85,78.0,Netherlands,Female,Savings,True,False
2491,0.0,612.0,26.0,4.0,100000.325,10.0,Italy,Male,FullAccess,True,False
2492,108914.17,520.0,37.0,3.0,183572.39,24.0,Germany,Female,Savings,True,True
2493,98052.66,782.0,37.0,10.0,142587.32,17.0,Italy,Male,Savings,True,False
2494,123873.19,666.0,46.0,5.0,177844.06,12.0,France,Male,Savings,True,False
2495,111920.13,652.0,56.0,2.0,197634.11,31.0,Netherlands,Female,OnlineBank,True,True
2496,0.0,567.0,45.0,4.0,121053.19,19.0,Italy,Female,FullAccess,False,False
2497,0.0,652.0,20.0,5.0,100000.325,1.0,Netherlands,Male,Savings,True,False
2498,0.0,718.0,37.0,8.0,142.81,7.0,France,Male,FullAccess,True,False
2499,75150.34,614.0,37.0,8.0,131766.67,2.0,Italy,Female,Sustainable,False,True
2500,0.0,711.0,38.0,10.0,53311.78,83.0,France,Male,FullAccess,False,False
2502,0.0,527.0,32.0,0.0,109523.88,89.0,Netherlands,Male,Savings,True,False
2503,111871.93,476.0,37.0,5.0,112132.86,56.0,France,Female,Savings,False,False
2504,0.0,652.0,45.0,0.0,113645.4,45.0,Spain,Female,FullAccess,False,False
2505,135927.06,607.0,37.0,4.0,180890.4,67.0,Germany,Male,Savings,False,False
2506,0.0,652.0,44.0,8.0,70974.13,24.0,Netherlands,Male,FullAccess,True,False
2508,57037.74,677.0,46.0,2.0,158531.01,29.0,Netherlands,Male,Savings,True,False
2509,0.0,655.0,50.0,10.0,179267.94,82.0,France,Female,Sustainable,True,True
2510,79468.96,625.0,52.0,2.0,84606.03,27.0,Netherlands,Female,Savings,True,False
2511,121063.85,679.0,34.0,7.0,56984.58,29.0,Germany,Female,Savings,True,False
2512,118537.47,734.0,51.0,1.0,116912.45,7.0,France,Male,Savings,True,False
2513,0.0,666.0,39.0,10.0,102999.33,75.0,France,Male,FullAccess,True,False
2514,105082.07,592.0,37.0,4.0,132801.57,42.0,Germany,Female,FullAccess,True,False
2515,0.0,564.0,40.0,4.0,85455.62,59.0,France,Male,Savings,True,True
2516,0.0,814.0,36.0,6.0,98657.01,29.0,Netherlands,Female,FullAccess,True,False
2517,104702.65,652.0,36.0,2.0,100000.325,83.0,Germany,Male,FullAccess,True,False
2518,95813.76,758.0,50.0,2.0,67944.09,29.0,France,Female,OnlineBank,True,True
2519,0.0,612.0,37.0,0.0,100000.325,29.0,Spain,Female,FullAccess,True,False
2520,102453.26,498.0,61.0,7.0,187247.56,64.0,Germany,Male,Savings,True,True
2521,148045.45,638.0,25.0,4.0,114722.42,7.0,Germany,Male,FullAccess,True,False
2522,0.0,558.0,35.0,1.0,100000.325,84.0,France,Male,FullAccess,False,False
2524,0.0,782.0,52.0,4.0,52759.82,24.0,Spain,Male,Savings,True,True
2525,104498.79,505.0,34.0,10.0,126451.14,11.0,France,Male,Savings,True,False
2527,0.0,801.0,42.0,6.0,95804.33,6.0,Netherlands,Male,FullAccess,True,False
2528,149542.52,652.0,26.0,8.0,197911.52,7.0,Italy,Male,Savings,False,False
2531,148826.32,607.0,47.0,4.0,79450.61,21.0,Netherlands,Male,Savings,True,False
2533,108166.09,606.0,61.0,5.0,8643.21,26.0,France,Male,FullAccess,False,False
2534,103214.71,717.0,35.0,5.0,172172.7,40.0,Germany,Female,Savings,True,False
2535,134760.21,651.0,40.0,1.0,174434.06,43.0,Netherlands,Male,FullAccess,False,True
2536,0.0,691.0,58.0,5.0,194930.3,2.0,France,Male,Savings,False,True
2537,90124.64,573.0,33.0,0.0,100000.325,69.0,Netherlands,Female,Savings,True,False
2538,0.0,723.0,38.0,6.0,94415.6,16.0,Spain,Male,FullAccess,True,False
2539,87361.02,584.0,37.0,6.0,120376.87,29.0,Germany,Female,Savings,True,True
2540,111257.59,550.0,45.0,8.0,97623.42,56.0,Germany,Female,Savings,False,True
2541,131583.59,611.0,37.0,3.0,66238.23,13.0,Netherlands,Female,Sustainable,False,True
2542,95020.8,549.0,41.0,9.0,131710.59,12.0,Germany,Male,OnlineBank,True,True
2543,0.0,850.0,24.0,5.0,69052.87,27.0,Netherlands,Female,FullAccess,False,False
2544,80242.37,668.0,34.0,5.0,56780.97,60.0,Netherlands,Male,FullAccess,False,False
2546,0.0,660.0,50.0,1.0,191849.15,9.0,Italy,Male,OnlineBank,True,True
2548,0.0,524.0,50.0,4.0,31840.59,25.0,Netherlands,Male,FullAccess,True,True
2549,0.0,645.0,36.0,8.0,12096.61,0.0,Netherlands,Female,FullAccess,True,True
2550,0.0,850.0,42.0,0.0,44165.84,29.0,Netherlands,Male,FullAccess,True,False
2551,0.0,652.0,53.0,3.0,91406.62,29.0,France,Female,Savings,True,False
2552,81742.84,599.0,46.0,7.0,83282.21,79.0,Italy,Female,FullAccess,True,False
2553,0.0,727.0,71.0,8.0,198446.91,17.0,Spain,Male,Savings,True,True
2554,145127.85,756.0,30.0,2.0,7554.68,83.0,Netherlands,Male,Savings,True,False
2555,148912.44,755.0,38.0,9.0,100000.325,63.0,France,Male,Savings,True,False
2556,0.0,634.0,41.0,5.0,164549.74,24.0,Spain,Female,FullAccess,True,False
2557,89900.24,652.0,26.0,4.0,175477.03,89.0,Netherlands,Male,FullAccess,True,False
2558,119027.28,727.0,30.0,8.0,137903.54,4.0,Netherlands,Female,FullAccess,True,False
2559,105222.86,567.0,40.0,2.0,93795.86,56.0,Germany,Female,FullAccess,True,False
2560,0.0,650.0,30.0,6.0,67997.13,43.0,Italy,Male,Savings,False,True
2561,116114.93,655.0,34.0,1.0,49492.15,4.0,Netherlands,Male,Savings,True,False
2562,187911.55,763.0,58.0,5.0,35825.18,6.0,Netherlands,Female,Savings,False,False
2563,0.0,843.0,27.0,5.0,67494.23,13.0,Netherlands,Female,FullAccess,True,False
2564,144432.04,667.0,38.0,6.0,100000.325,5.0,France,Female,Savings,True,True
2565,77065.9,705.0,50.0,4.0,145159.26,8.0,France,Female,FullAccess,False,False
2566,180520.29,652.0,29.0,6.0,123850.58,28.0,Germany,Male,Savings,True,False
2567,0.0,553.0,42.0,1.0,23822.04,87.0,France,Male,FullAccess,False,False
2568,130024.87,612.0,37.0,6.0,45750.21,19.0,Germany,Female,Savings,True,True
2569,110086.69,641.0,40.0,2.0,159773.14,80.0,Italy,Female,Savings,True,False
2570,0.0,513.0,31.0,5.0,84238.63,33.0,Spain,Female,Savings,True,False
2571,108724.98,680.0,44.0,7.0,72330.46,28.0,Italy,Male,Savings,False,False
2572,91285.13,711.0,58.0,9.0,26767.85,2.0,France,Male,FullAccess,True,False
2573,0.0,689.0,37.0,2.0,164768.82,11.0,Spain,Male,FullAccess,True,False
2574,110610.41,665.0,51.0,9.0,1112.76,11.0,Netherlands,Female,FullAccess,False,True
2575,0.0,551.0,54.0,5.0,176680.16,31.0,Netherlands,Male,Savings,True,True
2576,59893.85,645.0,36.0,4.0,43999.64,62.0,Netherlands,Male,FullAccess,True,False
2577,149318.55,616.0,29.0,8.0,140746.13,35.0,Italy,Male,Savings,True,False
2578,116409.55,582.0,37.0,1.0,152790.92,8.0,France,Male,Savings,False,False
2579,127760.07,365.0,30.0,0.0,81537.85,67.0,Germany,Male,Savings,True,True
2580,132591.36,652.0,38.0,5.0,7387.8,23.0,Netherlands,Female,Savings,True,True
2581,0.0,704.0,31.0,0.0,100000.325,90.0,Italy,Male,FullAccess,True,False
2582,0.0,656.0,46.0,5.0,138849.06,1.0,Italy,Male,Savings,True,False
2583,0.0,652.0,31.0,7.0,170333.38,71.0,Netherlands,Female,Savings,True,False
2584,0.0,748.0,40.0,0.0,100000.325,41.0,France,Male,Savings,False,False
2585,0.0,724.0,28.0,9.0,100240.2,4.0,France,Male,FullAccess,True,False
2586,136953.47,691.0,50.0,6.0,2704.98,17.0,Italy,Male,Savings,True,False
2587,0.0,563.0,33.0,8.0,100000.325,21.0,Italy,Male,FullAccess,False,False
2588,0.0,741.0,32.0,5.0,64839.23,20.0,Netherlands,Male,Savings,True,False
2589,123863.64,778.0,37.0,8.0,144494.94,31.0,France,Male,Savings,True,False
2590,120811.89,848.0,37.0,7.0,185510.34,20.0,Spain,Male,Savings,True,False
2591,148430.55,634.0,38.0,2.0,56055.72,22.0,Italy,Male,Savings,True,False
2592,47869.69,505.0,40.0,6.0,155061.97,26.0,Netherlands,Male,FullAccess,True,False
2593,150926.99,692.0,53.0,7.0,119817.19,71.0,Italy,Male,FullAccess,True,False
2594,103163.35,652.0,47.0,6.0,16259.64,34.0,Italy,Female,Savings,True,True
2595,130206.28,652.0,29.0,10.0,184654.87,90.0,France,Male,Savings,True,False
2596,136674.51,833.0,28.0,4.0,5278.78,67.0,Netherlands,Female,FullAccess,False,False
2597,200322.45,592.0,40.0,2.0,113244.73,29.0,Spain,Male,Savings,True,False
2598,0.0,587.0,48.0,1.0,8908.0,17.0,Spain,Male,FullAccess,True,False
2599,80927.56,550.0,62.0,7.0,64490.67,27.0,Italy,Male,Savings,False,False
2600,0.0,680.0,37.0,10.0,154971.63,73.0,France,Female,OnlineBank,True,True
2601,0.0,622.0,41.0,9.0,155786.39,0.0,Spain,Female,Savings,True,False
2602,142574.71,594.0,28.0,0.0,129084.82,41.0,Germany,Male,Savings,True,False
2603,160426.07,643.0,34.0,5.0,188533.11,16.0,Netherlands,Female,Savings,False,False
2604,0.0,540.0,25.0,5.0,13411.67,34.0,Netherlands,Male,Savings,True,False
2605,98683.47,635.0,34.0,5.0,15733.19,82.0,Italy,Male,FullAccess,True,False
2606,118829.03,657.0,37.0,3.0,73127.61,29.0,Netherlands,Male,FullAccess,True,False
2607,118870.92,814.0,31.0,1.0,101704.19,31.0,Netherlands,Male,Savings,True,False
2609,0.0,682.0,46.0,2.0,100000.325,24.0,Netherlands,Female,Savings,True,False
2610,107192.38,682.0,38.0,4.0,15669.17,10.0,France,Male,Savings,True,False
2611,108010.78,566.0,42.0,3.0,157486.1,17.0,Italy,Male,Savings,True,False
2612,0.0,550.0,34.0,3.0,131281.28,44.0,Spain,Male,Savings,False,False
2613,129837.72,630.0,26.0,7.0,197001.15,19.0,Netherlands,Male,FullAccess,False,False
2614,106458.31,546.0,58.0,5.0,128881.87,38.0,Germany,Female,Savings,True,True
2615,97009.15,652.0,63.0,9.0,85101.0,0.0,France,Male,Savings,True,False
2616,122929.42,762.0,35.0,5.0,149822.04,53.0,Italy,Male,Savings,False,False
2617,152296.83,692.0,45.0,6.0,108040.86,21.0,Italy,Male,Savings,False,True
2618,0.0,498.0,30.0,1.0,100000.325,87.0,France,Male,FullAccess,False,False
2619,0.0,850.0,49.0,8.0,25867.67,29.0,Netherlands,Male,Savings,False,True
2620,128993.76,603.0,35.0,6.0,130483.56,35.0,Netherlands,Male,Savings,True,False
2621,0.0,551.0,36.0,5.0,183479.12,33.0,Netherlands,Female,Savings,True,False
2622,185267.45,627.0,27.0,0.0,77027.34,29.0,Germany,Male,FullAccess,True,False
2624,116805.82,605.0,29.0,5.0,4092.75,29.0,Spain,Female,Savings,False,False
2625,129750.68,567.0,29.0,5.0,109257.59,37.0,Germany,Male,Savings,True,False
2626,129177.01,568.0,29.0,2.0,104617.99,3.0,Netherlands,Female,FullAccess,True,False
2627,82506.72,571.0,25.0,6.0,167705.07,89.0,Netherlands,Male,FullAccess,True,False
2628,107247.69,634.0,48.0,2.0,103712.05,20.0,Germany,Male,Savings,True,True
2629,0.0,768.0,42.0,3.0,100000.325,44.0,Italy,Female,Savings,False,True
2630,157780.93,554.0,37.0,3.0,100000.325,81.0,Netherlands,Male,FullAccess,True,False
2631,172170.36,652.0,35.0,1.0,159777.37,6.0,Netherlands,Male,Savings,True,False
2632,0.0,638.0,48.0,5.0,7919.08,1.0,Spain,Male,FullAccess,True,False
2633,0.0,576.0,41.0,1.0,100000.325,9.0,Netherlands,Male,Savings,True,False
2634,75361.44,661.0,42.0,9.0,27608.12,46.0,Netherlands,Female,Savings,True,True
2636,0.0,702.0,30.0,2.0,145537.32,29.0,Spain,Male,FullAccess,True,False
2637,98263.46,647.0,29.0,5.0,164717.95,29.0,France,Female,Savings,True,False
2638,0.0,593.0,43.0,9.0,100000.325,29.0,Netherlands,Male,Savings,True,False
2640,0.0,625.0,31.0,8.0,151843.54,89.0,Italy,Female,FullAccess,True,False
2642,98800.0,637.0,22.0,5.0,122865.55,47.0,Spain,Female,Savings,True,False
2644,51522.75,652.0,27.0,5.0,192131.77,23.0,France,Male,Savings,False,False
2645,84284.48,755.0,23.0,5.0,62851.6,5.0,France,Male,FullAccess,True,False
2646,0.0,425.0,39.0,5.0,140941.47,57.0,Spain,Female,FullAccess,True,False
2647,119889.84,461.0,51.0,9.0,56767.67,88.0,France,Male,Savings,False,True
2648,137910.45,745.0,21.0,4.0,100000.325,0.0,Netherlands,Male,Savings,True,False
2649,0.0,616.0,37.0,6.0,86242.18,29.0,France,Female,FullAccess,True,False
2650,100116.82,587.0,33.0,5.0,34215.58,86.0,Netherlands,Male,Savings,True,False
2651,166082.15,850.0,40.0,4.0,100000.325,18.0,Netherlands,Male,FullAccess,True,False
2652,0.0,601.0,38.0,0.0,165196.65,86.0,Netherlands,Female,FullAccess,True,False
2653,0.0,730.0,26.0,3.0,34542.41,33.0,Italy,Male,Savings,True,False
2654,148595.55,532.0,44.0,3.0,74838.64,43.0,Netherlands,Male,Savings,True,True
2655,94078.97,850.0,53.0,2.0,36980.54,52.0,Germany,Male,FullAccess,True,False
2656,0.0,779.0,34.0,5.0,111676.63,6.0,Netherlands,Female,FullAccess,False,False
2657,0.0,562.0,29.0,9.0,25858.68,3.0,Netherlands,Male,Savings,True,False
2658,164948.98,670.0,40.0,2.0,177028.0,83.0,Netherlands,Male,OnlineBank,False,True
2659,140549.4,729.0,62.0,4.0,30990.16,75.0,Netherlands,Female,Savings,True,True
2660,0.0,767.0,44.0,2.0,136915.15,30.0,Netherlands,Female,Savings,True,False
2661,191864.51,652.0,28.0,2.0,108457.99,29.0,France,Female,Savings,True,True
2663,131945.94,542.0,32.0,2.0,159737.56,27.0,Netherlands,Male,Savings,False,False
2664,0.0,586.0,29.0,5.0,142238.54,18.0,Netherlands,Male,FullAccess,True,False
2665,142910.15,612.0,30.0,9.0,105890.55,52.0,Netherlands,Male,Savings,True,True
2666,0.0,652.0,37.0,7.0,100000.325,3.0,Italy,Female,FullAccess,True,False
2667,146311.58,584.0,35.0,3.0,105443.47,12.0,Italy,Male,Savings,True,False
2669,97445.49,614.0,37.0,5.0,122823.34,47.0,France,Male,FullAccess,True,False
2670,0.0,598.0,64.0,9.0,13181.37,4.0,Netherlands,Female,Savings,False,True
2671,0.0,799.0,35.0,7.0,140780.8,14.0,Spain,Male,FullAccess,False,False
2672,154485.74,652.0,34.0,2.0,78560.64,35.0,France,Male,FullAccess,False,False
2673,115625.07,601.0,50.0,2.0,185855.21,36.0,Netherlands,Male,Savings,True,False
2675,65095.41,745.0,38.0,5.0,140197.42,8.0,Germany,Male,FullAccess,True,False
2676,103018.45,667.0,43.0,1.0,32462.39,49.0,Germany,Male,Savings,True,True
2677,84764.79,518.0,38.0,10.0,162253.9,20.0,Italy,Female,Savings,True,False
2678,0.0,819.0,38.0,5.0,100000.325,54.0,France,Female,FullAccess,True,False
2679,115680.81,520.0,35.0,4.0,90280.7,5.0,Italy,Male,Savings,True,False
2680,0.0,625.0,39.0,5.0,32615.21,36.0,Netherlands,Female,FullAccess,True,False
2681,73088.06,673.0,36.0,5.0,100000.325,51.0,Germany,Male,FullAccess,False,False
2682,150905.03,656.0,27.0,3.0,16998.72,46.0,Germany,Male,FullAccess,True,False
2683,143054.85,850.0,23.0,9.0,62980.96,17.0,Spain,Female,Savings,False,False
2684,0.0,574.0,28.0,7.0,185660.3,61.0,Netherlands,Female,FullAccess,False,False
2685,0.0,679.0,60.0,6.0,77331.77,3.0,Netherlands,Male,FullAccess,True,False
2686,99948.45,530.0,42.0,0.0,97338.62,28.0,Germany,Female,Savings,False,False
2688,108235.91,558.0,32.0,4.0,143783.28,0.0,Italy,Male,Savings,True,False
2689,0.0,414.0,38.0,8.0,77661.12,15.0,Netherlands,Male,Savings,False,True
2690,98795.61,648.0,37.0,5.0,100000.325,32.0,Spain,Male,Savings,True,False
2692,0.0,751.0,31.0,8.0,17550.49,73.0,France,Male,FullAccess,False,False
2693,0.0,662.0,34.0,2.0,21497.27,11.0,France,Male,FullAccess,False,False
2694,113146.98,628.0,29.0,3.0,124749.08,15.0,Germany,Male,FullAccess,False,False
2695,162532.14,597.0,39.0,8.0,36051.46,40.0,Germany,Female,Savings,True,True
2696,92053.44,698.0,40.0,0.0,143681.83,16.0,Spain,Female,Savings,True,False
2697,0.0,723.0,48.0,5.0,150694.58,15.0,Italy,Male,FullAccess,True,False
2699,104944.1,633.0,29.0,8.0,97684.46,4.0,Netherlands,Female,Savings,True,False
2700,0.0,564.0,31.0,5.0,53520.03,43.0,Netherlands,Male,Savings,True,False
2701,0.0,649.0,31.0,2.0,15200.61,53.0,Netherlands,Male,FullAccess,True,False
2702,107879.04,622.0,30.0,4.0,196894.62,18.0,Netherlands,Female,Savings,False,False
2703,110356.42,459.0,46.0,7.0,4969.13,65.0,Germany,Male,Savings,True,True
2704,0.0,718.0,27.0,2.0,26229.24,51.0,France,Male,FullAccess,False,False
2705,109783.69,655.0,34.0,4.0,134034.32,86.0,Netherlands,Female,FullAccess,True,False
2706,149777.0,696.0,37.0,9.0,198032.93,2.0,France,Male,Savings,True,False
2707,104339.56,637.0,38.0,3.0,119882.86,40.0,Italy,Female,Savings,True,False
2708,0.0,630.0,21.0,1.0,133102.3,29.0,Netherlands,Female,Savings,True,False
2709,212692.97,592.0,37.0,4.0,176395.02,34.0,France,Male,Savings,False,False
2710,89696.84,634.0,37.0,1.0,193179.88,14.0,Netherlands,Male,FullAccess,True,False
2711,0.0,608.0,28.0,9.0,125062.02,20.0,France,Male,FullAccess,True,False
2712,68067.24,565.0,32.0,9.0,143287.58,78.0,Germany,Female,Savings,True,False
2713,0.0,763.0,67.0,9.0,87236.4,23.0,Spain,Male,Savings,False,False
2714,136354.16,665.0,55.0,8.0,93769.89,3.0,France,Female,Savings,True,False
2715,122214.0,649.0,38.0,1.0,88965.46,2.0,Italy,Male,Savings,False,False
2717,119684.88,775.0,70.0,6.0,74532.02,23.0,Germany,Male,Savings,True,False
2718,135139.33,788.0,39.0,3.0,113086.08,27.0,France,Male,Savings,False,False
2719,146100.75,569.0,42.0,9.0,32574.01,29.0,Germany,Female,Savings,True,True
2720,123110.9,726.0,56.0,8.0,130113.78,30.0,Spain,Female,OnlineBank,False,True
2721,111760.4,564.0,37.0,3.0,104722.47,15.0,Italy,Female,OnlineBank,True,True
2723,121558.46,652.0,41.0,8.0,598.8,8.0,France,Female,Savings,True,False
2724,0.0,453.0,38.0,8.0,100000.325,75.0,Germany,Female,Savings,True,False
2725,114713.57,471.0,58.0,4.0,36315.03,8.0,Netherlands,Female,Savings,True,False
2726,103457.76,652.0,37.0,3.0,1114.12,29.0,Netherlands,Female,Savings,False,False
2728,78136.36,652.0,46.0,5.0,73470.98,29.0,Netherlands,Male,FullAccess,True,False
2729,0.0,667.0,23.0,1.0,91573.19,34.0,France,Male,FullAccess,True,False
2730,133446.34,670.0,37.0,3.0,100000.325,32.0,Netherlands,Male,Savings,False,False
2731,0.0,670.0,33.0,7.0,88187.81,10.0,France,Female,FullAccess,True,False
2732,108076.33,623.0,48.0,1.0,118855.26,29.0,Germany,Female,Savings,True,True
2734,62974.64,641.0,37.0,7.0,39016.43,3.0,Italy,Female,FullAccess,False,False
2737,58662.92,472.0,31.0,4.0,100000.325,2.0,France,Male,FullAccess,False,False
2738,128808.65,650.0,37.0,3.0,113677.53,79.0,Italy,Male,OnlineBank,False,True
2740,142393.11,650.0,34.0,4.0,11276.48,12.0,Netherlands,Male,Savings,True,False
2741,0.0,535.0,38.0,8.0,136620.64,40.0,France,Female,FullAccess,True,False
2742,125785.23,649.0,41.0,2.0,70523.92,29.0,Netherlands,Female,Savings,True,False
2743,136444.25,652.0,22.0,4.0,51980.25,29.0,Italy,Male,Savings,True,True
2744,121527.4,694.0,38.0,7.0,113481.02,60.0,Italy,Male,Savings,True,False
2745,0.0,655.0,52.0,9.0,49025.79,23.0,Netherlands,Male,Savings,True,False
2746,0.0,620.0,36.0,8.0,145937.99,21.0,France,Male,Savings,True,False
2747,0.0,577.0,35.0,10.0,25161.61,23.0,France,Female,FullAccess,True,False
2748,128140.17,401.0,48.0,8.0,175753.55,80.0,Netherlands,Male,Savings,True,True
2749,120383.41,599.0,25.0,6.0,24903.09,5.0,Netherlands,Male,Savings,True,False
2751,129735.3,704.0,42.0,8.0,179565.57,11.0,Netherlands,Male,FullAccess,True,False
2752,185078.26,698.0,31.0,8.0,100000.325,37.0,Spain,Female,Savings,False,True
