,Balance,CreditScore,Age,Tenure,EstimatedSalary,DaysLastTransaction,Geography,Gender,MembershipType,HasCrCard,Exited,Clusters
1238,112808.18,716.0,35.0,8.0,17848.3,18.0,France,Female,Savings,False,False,5
1239,86459.8,725.0,66.0,4.0,141476.56,15.0,France,Male,Savings,True,False,3
1240,118633.08,652.0,40.0,0.0,100000.325,30.0,France,Female,Savings,False,True,5
1241,159441.27,627.0,55.0,2.0,100686.11,81.0,Italy,Female,Savings,True,True,2
1242,0.0,653.0,27.0,9.0,96429.29,83.0,France,Female,FullAccess,True,False,2
1243,125212.65,775.0,38.0,5.0,15795.88,22.0,Germany,Female,Savings,True,True,2
1244,88656.37,794.0,45.0,8.0,116547.31,41.0,Spain,Male,FullAccess,True,False,6
1245,146033.62,831.0,32.0,2.0,191260.74,61.0,France,Female,Savings,True,False,2
1246,120268.13,561.0,37.0,5.0,173870.39,29.0,Italy,Male,Savings,True,False,6
1247,0.0,705.0,46.0,7.0,117273.35,53.0,Spain,Male,FullAccess,True,False,6
1248,0.0,636.0,33.0,0.0,92277.47,48.0,Italy,Female,Savings,True,True,2
1249,135070.58,487.0,46.0,4.0,44244.49,19.0,Italy,Male,FullAccess,True,True,6
1250,0.0,652.0,38.0,3.0,78133.48,78.0,Netherlands,Female,FullAccess,False,True,5
1251,0.0,517.0,37.0,5.0,103402.88,44.0,Spain,Male,FullAccess,True,False,6
1252,122550.05,684.0,27.0,9.0,137835.82,19.0,Netherlands,Female,FullAccess,False,False,5
1253,0.0,620.0,43.0,2.0,20670.1,72.0,Italy,Male,FullAccess,True,False,6
1254,0.0,739.0,27.0,5.0,57572.38,29.0,France,Female,Savings,True,False,2
1255,90350.77,662.0,41.0,4.0,75884.65,69.0,Spain,Female,Savings,True,True,2
1256,128747.69,359.0,44.0,6.0,146955.71,76.0,France,Female,Savings,True,True,2
1257,126873.52,572.0,23.0,2.0,67040.12,19.0,Spain,Male,Savings,False,False,4
1258,108424.19,721.0,69.0,2.0,178418.35,29.0,Netherlands,Male,Savings,True,False,0
1259,0.0,707.0,32.0,9.0,30807.02,69.0,France,Male,FullAccess,False,False,4
1260,84350.07,652.0,37.0,5.0,143835.76,58.0,Italy,Female,Savings,True,False,2
1261,0.0,523.0,73.0,7.0,130883.9,89.0,Netherlands,Female,FullAccess,False,True,5
1262,84958.6,685.0,30.0,4.0,194343.72,28.0,Germany,Female,FullAccess,False,False,5
1263,99097.36,673.0,29.0,4.0,9796.69,9.0,Netherlands,Female,Savings,True,False,1
1264,136622.55,503.0,30.0,10.0,47310.24,48.0,Netherlands,Male,FullAccess,False,False,4
1265,156771.68,485.0,30.0,5.0,141148.21,30.0,Italy,Female,Savings,True,False,2
1266,167658.33,799.0,28.0,7.0,111138.25,15.0,Italy,Male,FullAccess,True,False,6
1267,0.0,585.0,33.0,5.0,114182.07,37.0,Netherlands,Female,Savings,True,False,1
1268,109483.54,607.0,24.0,2.0,100000.325,18.0,Germany,Female,FullAccess,False,False,5
1269,114427.86,535.0,37.0,2.0,136330.26,20.0,Italy,Female,Savings,True,False,2
1270,83888.54,724.0,45.0,5.0,34121.81,10.0,Spain,Male,Savings,False,False,4
1271,110029.77,520.0,32.0,5.0,56246.69,38.0,Germany,Male,Savings,True,False,6
1272,127523.75,696.0,41.0,9.0,191417.42,24.0,Spain,Male,Savings,False,False,4
1273,139762.13,657.0,37.0,1.0,100000.325,2.0,Italy,Male,FullAccess,True,False,6
1274,91611.12,603.0,42.0,8.0,144675.3,78.0,Spain,Male,Savings,False,True,4
1275,109471.79,726.0,42.0,2.0,100000.325,15.0,Italy,Female,Savings,False,False,5
1276,150500.64,591.0,39.0,4.0,14928.8,88.0,Netherlands,Female,Savings,True,False,1
1277,101609.77,792.0,37.0,5.0,161479.19,43.0,Italy,Male,Savings,False,True,4
1278,0.0,550.0,57.0,5.0,133501.94,29.0,Netherlands,Male,Savings,True,False,0
1279,78892.23,652.0,26.0,8.0,23703.52,30.0,Netherlands,Female,Savings,True,False,1
1280,82344.84,820.0,29.0,3.0,100000.325,14.0,France,Male,Savings,False,False,4
1281,0.0,667.0,48.0,2.0,43229.2,38.0,France,Male,Savings,True,False,3
1282,0.0,573.0,44.0,4.0,94862.93,12.0,Spain,Female,Savings,True,False,2
1283,127706.33,652.0,62.0,1.0,142377.69,28.0,France,Male,Savings,True,False,3
1284,124349.34,552.0,41.0,9.0,135635.25,46.0,Italy,Female,Savings,True,False,2
1285,0.0,598.0,44.0,8.0,148487.9,31.0,Spain,Male,Savings,True,False,6
1286,104217.3,504.0,56.0,9.0,55857.48,29.0,Netherlands,Male,Savings,False,True,4
1287,0.0,778.0,65.0,7.0,77867.23,5.0,Netherlands,Female,Savings,True,False,1
1288,144757.02,558.0,37.0,10.0,22878.16,57.0,Italy,Male,Savings,True,True,6
1289,0.0,652.0,44.0,6.0,114469.55,18.0,Spain,Male,Savings,True,False,6
1290,0.0,683.0,43.0,5.0,96754.8,69.0,France,Male,Savings,True,False,3
1291,100169.51,705.0,24.0,7.0,121408.55,80.0,France,Female,Savings,True,False,2
1292,145731.83,637.0,33.0,2.0,109219.43,13.0,Netherlands,Male,Savings,True,False,0
1293,0.0,555.0,46.0,4.0,177719.88,56.0,Netherlands,Female,Savings,True,True,1
1294,135067.52,594.0,37.0,6.0,131211.86,64.0,Germany,Female,FullAccess,False,False,5
1295,136556.44,632.0,31.0,3.0,82152.83,82.0,Spain,Male,Savings,True,True,6
1296,0.0,551.0,38.0,5.0,216.27,9.0,Italy,Male,FullAccess,True,False,6
1297,99587.43,687.0,37.0,3.0,1713.1,29.0,France,Female,Savings,True,True,2
1298,109342.82,686.0,35.0,2.0,86043.27,1.0,Italy,Male,Savings,False,False,4
1299,0.0,850.0,66.0,4.0,64350.8,0.0,Netherlands,Male,FullAccess,False,False,4
1300,78247.31,465.0,25.0,5.0,10472.31,7.0,France,Male,FullAccess,True,False,3
1301,117561.49,817.0,55.0,10.0,95941.55,77.0,Italy,Female,Savings,True,True,2
1302,88980.32,578.0,23.0,10.0,125222.36,29.0,France,Male,Savings,True,False,3
1303,0.0,611.0,34.0,4.0,170950.58,73.0,Italy,Male,FullAccess,True,False,6
1304,103560.57,616.0,41.0,5.0,236.45,71.0,Germany,Female,Savings,True,True,2
1305,113308.84,517.0,37.0,5.0,100000.325,11.0,Netherlands,Male,Savings,False,False,4
1306,0.0,637.0,40.0,6.0,181610.6,2.0,Spain,Female,FullAccess,True,False,2
1307,0.0,806.0,32.0,3.0,156593.09,57.0,Netherlands,Male,Savings,True,False,0
1308,169988.35,633.0,29.0,7.0,4272.0,62.0,France,Female,Savings,True,False,2
1309,180303.24,624.0,35.0,0.0,163587.9,37.0,Netherlands,Female,FullAccess,True,False,1
1310,0.0,691.0,52.0,3.0,175843.68,61.0,Italy,Male,Savings,True,True,6
1311,120656.86,819.0,49.0,1.0,166164.3,29.0,Germany,Female,Sustainable,False,True,5
1312,61592.14,568.0,31.0,1.0,61796.64,19.0,Germany,Female,FullAccess,True,False,2
1313,164701.68,806.0,48.0,4.0,100000.325,19.0,Netherlands,Male,Savings,True,False,0
1314,80780.16,726.0,26.0,1.0,19225.85,6.0,Spain,Female,Savings,True,False,2
1315,0.0,552.0,36.0,8.0,100000.325,44.0,France,Male,FullAccess,False,False,4
1316,154221.37,755.0,30.0,6.0,62688.55,25.0,Netherlands,Female,FullAccess,False,False,5
1317,0.0,652.0,26.0,8.0,21760.96,75.0,Netherlands,Male,Savings,True,False,0
1318,101641.14,756.0,26.0,5.0,154460.68,24.0,Italy,Female,FullAccess,False,False,5
1319,0.0,776.0,37.0,2.0,8065.0,25.0,Italy,Male,Savings,False,False,4
1320,92786.66,649.0,45.0,5.0,173365.9,60.0,Italy,Female,Savings,True,True,2
1321,131081.66,652.0,32.0,8.0,69428.79,13.0,Germany,Male,Savings,True,False,6
1322,0.0,646.0,30.0,5.0,12757.14,16.0,Netherlands,Male,Savings,True,False,0
1323,0.0,592.0,38.0,8.0,180426.2,73.0,Spain,Male,FullAccess,True,False,6
1324,97460.1,574.0,26.0,8.0,43093.67,7.0,Netherlands,Male,Savings,True,False,0
1325,104077.19,850.0,36.0,1.0,68594.0,18.0,Italy,Male,FullAccess,False,False,4
1326,0.0,850.0,29.0,1.0,197996.65,0.0,Spain,Female,FullAccess,True,False,2
1327,0.0,475.0,46.0,10.0,122953.0,62.0,Netherlands,Female,FullAccess,False,True,5
1328,0.0,642.0,37.0,4.0,76821.24,29.0,France,Female,Savings,True,False,2
1329,93656.95,710.0,51.0,4.0,141400.51,0.0,Netherlands,Female,Savings,False,True,5
1330,121345.88,596.0,30.0,6.0,41921.75,45.0,Netherlands,Male,Sustainable,True,True,0
1331,141675.23,609.0,39.0,8.0,100000.325,21.0,France,Female,Savings,False,False,5
1332,0.0,797.0,31.0,5.0,117916.63,88.0,Italy,Female,Savings,True,False,2
1333,102365.49,504.0,43.0,7.0,100000.325,32.0,Netherlands,Female,Savings,True,True,1
1334,0.0,735.0,37.0,9.0,166677.35,29.0,Netherlands,Male,Savings,True,True,0
1335,0.0,680.0,30.0,3.0,160131.58,69.0,Netherlands,Female,Savings,True,False,1
1336,0.0,449.0,52.0,5.0,100000.325,13.0,France,Male,FullAccess,False,False,4
1337,101868.51,685.0,57.0,7.0,113483.96,24.0,Netherlands,Male,Savings,False,False,4
1338,0.0,569.0,38.0,5.0,79618.79,29.0,Italy,Male,FullAccess,False,False,4
1339,0.0,631.0,35.0,9.0,100000.325,76.0,Italy,Male,FullAccess,True,False,6
1340,106570.34,595.0,25.0,5.0,177025.79,23.0,Germany,Female,FullAccess,False,False,5
1341,0.0,461.0,28.0,8.0,103349.74,23.0,France,Female,Savings,True,False,2
1342,81947.76,652.0,37.0,1.0,63606.22,27.0,Netherlands,Male,Savings,False,True,4
1343,144162.3,661.0,31.0,7.0,14490.79,29.0,France,Female,FullAccess,True,False,2
1344,86350.87,796.0,39.0,5.0,100000.325,69.0,Germany,Male,Savings,False,False,4
1345,158623.14,710.0,47.0,5.0,83499.89,29.0,Italy,Male,Savings,True,True,6
1346,0.0,741.0,32.0,8.0,143598.7,74.0,Netherlands,Male,FullAccess,True,False,0
1347,132403.56,606.0,48.0,4.0,100000.325,88.0,Netherlands,Male,Savings,True,True,0
1348,0.0,652.0,27.0,10.0,13007.89,42.0,France,Male,FullAccess,False,False,4
1349,134985.66,549.0,43.0,3.0,100000.325,62.0,Netherlands,Female,Savings,True,False,1
1350,0.0,576.0,37.0,6.0,48314.0,1.0,Netherlands,Male,FullAccess,True,False,0
1351,103772.45,528.0,37.0,6.0,197111.99,45.0,France,Male,Savings,True,False,3
1352,0.0,575.0,37.0,0.0,30114.32,37.0,Netherlands,Female,FullAccess,False,False,5
1353,0.0,652.0,39.0,10.0,100000.325,21.0,France,Male,FullAccess,True,False,3
1354,0.0,440.0,42.0,5.0,49826.68,78.0,France,Male,FullAccess,True,False,3
1355,71460.67,539.0,38.0,5.0,10074.05,3.0,Spain,Male,FullAccess,True,False,6
1356,133214.13,850.0,37.0,6.0,20769.88,9.0,Italy,Male,Savings,False,False,4
1357,96558.66,646.0,37.0,7.0,163427.18,54.0,France,Female,Savings,False,False,5
1358,93806.31,744.0,54.0,6.0,140068.77,29.0,Netherlands,Male,FullAccess,False,False,4
1359,0.0,652.0,36.0,8.0,83206.19,62.0,Italy,Female,FullAccess,False,False,5
1360,124043.8,544.0,64.0,3.0,100000.325,16.0,France,Female,Savings,True,True,2
1361,131694.97,723.0,52.0,5.0,92873.5,7.0,Netherlands,Male,Savings,False,True,4
1362,0.0,507.0,29.0,6.0,94780.9,1.0,Netherlands,Female,FullAccess,False,False,5
1363,106266.8,787.0,35.0,1.0,16607.15,7.0,Italy,Female,Savings,True,False,2
1364,0.0,711.0,34.0,8.0,48260.19,38.0,Italy,Male,FullAccess,False,False,4
1365,124098.54,652.0,37.0,5.0,86678.48,39.0,Italy,Male,Savings,True,False,6
1366,145807.59,415.0,32.0,5.0,3064.65,7.0,France,Male,Savings,True,False,3
1367,107508.93,611.0,26.0,2.0,100000.325,29.0,France,Female,FullAccess,True,False,2
1368,0.0,652.0,28.0,6.0,52193.23,15.0,Netherlands,Female,FullAccess,False,False,5
1369,145980.23,661.0,32.0,5.0,56636.28,29.0,Germany,Female,Savings,False,False,5
1370,212778.2,652.0,37.0,5.0,69372.88,10.0,France,Female,Savings,False,False,5
1371,152522.47,573.0,47.0,4.0,164038.07,23.0,Netherlands,Female,Savings,False,True,5
1372,168964.77,764.0,33.0,5.0,118982.51,17.0,Spain,Female,Savings,False,False,5
1373,0.0,652.0,34.0,8.0,27472.07,40.0,Netherlands,Female,FullAccess,True,False,1
1374,0.0,821.0,28.0,8.0,36754.13,16.0,France,Male,Savings,True,False,3
1375,98266.3,607.0,36.0,4.0,46416.36,23.0,Italy,Male,Savings,True,False,6
1376,113000.92,652.0,38.0,8.0,152872.39,29.0,Italy,Male,Savings,True,False,6
1377,137060.88,530.0,23.0,1.0,165227.23,29.0,Germany,Male,FullAccess,True,False,6
1378,112146.12,654.0,37.0,5.0,75927.35,67.0,Germany,Male,Savings,True,False,6
1379,0.0,530.0,33.0,4.0,172930.28,12.0,Netherlands,Female,Savings,True,False,1
1380,163975.09,656.0,69.0,5.0,36108.5,2.0,Netherlands,Male,Savings,True,False,0
1381,0.0,520.0,43.0,7.0,36202.74,6.0,Italy,Male,FullAccess,True,False,6
1382,158414.85,602.0,42.0,6.0,131886.46,16.0,Italy,Female,Savings,True,False,2
1383,92072.68,701.0,48.0,1.0,133992.36,1.0,Netherlands,Female,Savings,True,False,1
1384,88243.29,653.0,30.0,2.0,96658.26,8.0,Spain,Female,FullAccess,True,False,2
1385,0.0,668.0,25.0,8.0,100000.325,10.0,Spain,Male,Savings,True,False,6
1386,59486.31,652.0,37.0,4.0,100000.325,52.0,Netherlands,Male,Savings,True,True,0
1387,0.0,652.0,54.0,2.0,53843.71,22.0,Netherlands,Female,FullAccess,True,False,1
1388,0.0,730.0,37.0,7.0,122398.84,19.0,Netherlands,Female,FullAccess,False,False,5
1389,0.0,652.0,34.0,1.0,64804.04,14.0,France,Male,Savings,True,False,3
1390,119278.01,592.0,37.0,8.0,19370.73,19.0,Netherlands,Female,FullAccess,True,False,1
1391,158741.43,628.0,34.0,4.0,126192.54,7.0,Netherlands,Male,FullAccess,True,False,0
1392,140596.95,658.0,40.0,7.0,135459.02,13.0,Netherlands,Female,Savings,False,True,5
1393,0.0,850.0,37.0,10.0,94815.04,1.0,Spain,Female,FullAccess,True,False,2
1394,90432.92,515.0,37.0,2.0,188366.04,3.0,Italy,Male,Savings,True,True,6
1395,104783.81,571.0,35.0,1.0,100000.325,29.0,Netherlands,Female,FullAccess,False,False,5
1396,77992.97,760.0,42.0,0.0,97906.38,29.0,Germany,Male,FullAccess,True,False,6
1397,110822.9,720.0,37.0,10.0,72861.94,55.0,Netherlands,Female,Savings,False,False,5
1398,119624.6,632.0,42.0,4.0,195978.86,20.0,Germany,Male,FullAccess,True,False,6
1399,109052.59,694.0,31.0,6.0,19448.93,21.0,Germany,Male,FullAccess,True,True,6
1400,139129.44,652.0,40.0,5.0,32635.54,2.0,Italy,Male,Savings,False,False,4
1401,152324.66,773.0,37.0,8.0,171733.22,61.0,Netherlands,Female,FullAccess,True,False,1
1402,0.0,581.0,38.0,5.0,46176.22,75.0,Netherlands,Male,FullAccess,True,False,0
1403,127480.58,524.0,37.0,5.0,179634.69,86.0,Germany,Female,FullAccess,True,False,2
1404,115029.4,713.0,53.0,6.0,191521.32,56.0,Netherlands,Male,Savings,False,True,4
1405,116646.76,651.0,42.0,1.0,44731.8,59.0,Netherlands,Male,Savings,True,True,0
1406,0.0,717.0,49.0,5.0,124532.9,29.0,Netherlands,Female,FullAccess,True,True,1
1407,109528.28,716.0,44.0,3.0,27341.63,58.0,France,Female,Savings,True,True,2
1408,102482.76,668.0,37.0,6.0,53994.64,18.0,France,Female,Savings,True,False,2
1409,115563.71,678.0,23.0,10.0,91633.53,29.0,Italy,Male,Savings,True,False,6
1410,0.0,545.0,37.0,5.0,189613.12,76.0,France,Male,FullAccess,True,False,3
1411,0.0,687.0,21.0,8.0,154767.34,19.0,Spain,Female,FullAccess,True,False,2
1412,160376.61,715.0,28.0,7.0,196853.11,29.0,France,Male,Savings,True,False,3
1413,37702.79,618.0,41.0,8.0,195775.48,21.0,Germany,Male,Savings,True,False,6
1414,118273.83,721.0,35.0,6.0,3086.89,2.0,France,Female,Savings,False,False,5
1415,131082.17,445.0,37.0,7.0,70618.0,3.0,Netherlands,Female,Savings,True,False,1
1416,94456.0,690.0,38.0,1.0,55034.02,8.0,Netherlands,Male,Savings,False,False,4
1417,0.0,671.0,42.0,3.0,100000.325,2.0,Spain,Female,FullAccess,True,False,2
1418,93791.38,538.0,37.0,6.0,199249.29,29.0,France,Male,Savings,True,False,3
1419,0.0,735.0,37.0,4.0,149474.69,62.0,France,Female,FullAccess,True,False,2
1420,0.0,592.0,37.0,7.0,126726.33,20.0,France,Female,FullAccess,True,False,2
1421,155973.13,747.0,61.0,7.0,147554.26,17.0,France,Male,Savings,False,False,4
1422,89409.95,675.0,36.0,5.0,149399.7,20.0,Netherlands,Male,Savings,True,False,0
1423,97854.37,632.0,39.0,5.0,93536.38,55.0,Spain,Male,FullAccess,True,False,6
1424,0.0,621.0,39.0,6.0,58883.91,1.0,Netherlands,Male,FullAccess,True,False,0
1425,135216.8,652.0,37.0,7.0,122022.89,16.0,Netherlands,Male,Savings,True,False,0
1426,124923.35,706.0,28.0,6.0,50299.14,12.0,Germany,Female,FullAccess,True,False,2
1427,0.0,677.0,38.0,4.0,187800.63,80.0,Italy,Male,FullAccess,True,False,6
1428,188614.07,769.0,27.0,7.0,171344.09,29.0,Netherlands,Male,Savings,True,False,0
1429,62321.62,771.0,32.0,5.0,100000.325,9.0,France,Male,Savings,True,False,3
1430,120782.7,601.0,48.0,8.0,63940.68,29.0,Netherlands,Female,Savings,True,True,1
1431,115961.58,670.0,42.0,1.0,29483.87,28.0,Italy,Female,FullAccess,False,False,5
1432,0.0,517.0,28.0,2.0,179056.23,66.0,Netherlands,Male,Savings,True,False,0
1433,160602.25,834.0,49.0,8.0,129273.94,41.0,Netherlands,Female,FullAccess,True,False,1
1434,108825.34,571.0,42.0,4.0,55558.51,67.0,France,Female,OnlineBank,True,True,2
1435,166287.85,652.0,36.0,8.0,23305.85,24.0,Netherlands,Male,Savings,True,False,0
1436,152663.77,718.0,31.0,1.0,17128.64,10.0,Netherlands,Female,Savings,False,False,5
1437,80844.69,636.0,31.0,9.0,74641.9,29.0,Netherlands,Female,FullAccess,True,False,1
1438,0.0,711.0,64.0,4.0,3185.67,9.0,France,Male,FullAccess,True,False,3
1439,122524.61,574.0,39.0,2.0,88463.63,64.0,Netherlands,Female,FullAccess,True,False,1
1440,132292.63,619.0,35.0,5.0,65682.93,53.0,France,Female,Savings,True,False,2
1441,91502.99,760.0,49.0,9.0,117232.9,37.0,Germany,Female,Savings,True,True,2
1442,0.0,665.0,52.0,5.0,116137.01,79.0,Netherlands,Male,Savings,True,True,0
1443,59385.98,739.0,29.0,3.0,105533.96,6.0,Netherlands,Male,FullAccess,True,False,0
1444,0.0,641.0,77.0,9.0,81514.06,12.0,Netherlands,Male,OnlineBank,True,False,0
1445,97956.5,685.0,21.0,6.0,164966.27,10.0,Netherlands,Female,Savings,True,False,1
1446,0.0,594.0,49.0,4.0,23631.55,11.0,Netherlands,Female,FullAccess,True,False,1
1447,0.0,652.0,40.0,4.0,105433.53,18.0,Netherlands,Female,FullAccess,False,False,5
1448,0.0,697.0,27.0,5.0,90591.15,39.0,Netherlands,Male,FullAccess,True,False,0
1449,151762.74,656.0,18.0,10.0,127014.32,29.0,Netherlands,Male,Savings,False,False,4
1450,141749.74,712.0,43.0,1.0,90905.26,15.0,Netherlands,Male,FullAccess,False,False,4
1451,165686.11,697.0,25.0,5.0,15467.98,29.0,Netherlands,Female,Savings,True,False,1
1452,0.0,589.0,38.0,2.0,79915.28,53.0,France,Male,Savings,True,False,3
1453,0.0,525.0,25.0,10.0,69361.95,65.0,Netherlands,Female,FullAccess,True,False,1
1454,0.0,680.0,44.0,3.0,86935.08,82.0,France,Male,FullAccess,True,False,3
1455,0.0,617.0,28.0,5.0,7597.83,11.0,France,Female,FullAccess,True,True,2
1456,92961.61,680.0,32.0,5.0,116957.6,60.0,France,Male,Savings,True,False,3
1457,0.0,652.0,30.0,9.0,157884.83,3.0,Netherlands,Female,FullAccess,False,False,5
1458,130812.91,736.0,46.0,5.0,77981.54,26.0,Italy,Male,Savings,True,True,6
1459,107174.58,657.0,57.0,8.0,126369.55,8.0,Germany,Male,Savings,True,True,6
1460,152677.48,350.0,54.0,1.0,191973.49,11.0,Spain,Male,Savings,True,True,6
1461,132005.77,617.0,30.0,3.0,142940.39,43.0,Netherlands,Male,Savings,True,False,0
1462,0.0,652.0,35.0,7.0,100000.325,31.0,Italy,Male,Savings,False,False,4
1463,0.0,705.0,23.0,5.0,73131.73,14.0,Spain,Male,FullAccess,True,False,6
1464,127305.5,516.0,33.0,7.0,120037.36,2.0,France,Female,Savings,True,False,2
1465,0.0,573.0,37.0,6.0,193995.37,55.0,France,Female,FullAccess,True,False,2
1466,0.0,538.0,31.0,0.0,179453.66,29.0,Netherlands,Female,FullAccess,False,False,5
1467,0.0,699.0,39.0,9.0,80963.92,38.0,France,Male,Savings,True,False,3
1468,170291.22,504.0,32.0,8.0,15658.99,17.0,Germany,Male,FullAccess,False,False,4
1469,102562.23,583.0,47.0,5.0,92708.1,68.0,Netherlands,Male,Savings,True,False,0
1470,111061.01,712.0,53.0,2.0,26542.17,41.0,Spain,Male,FullAccess,False,False,4
1471,0.0,626.0,62.0,3.0,65010.74,20.0,Spain,Male,Savings,True,False,6
1472,124379.14,631.0,34.0,4.0,106892.91,80.0,Netherlands,Female,Savings,True,False,1
1473,0.0,652.0,37.0,7.0,185210.63,24.0,Netherlands,Female,Savings,True,False,1
1474,57745.76,506.0,41.0,3.0,4035.46,77.0,Netherlands,Female,Savings,True,False,1
1475,129293.74,570.0,50.0,5.0,177805.44,42.0,Germany,Female,Savings,True,True,2
1476,0.0,703.0,45.0,7.0,100000.325,5.0,Italy,Female,FullAccess,True,False,2
1477,0.0,698.0,40.0,8.0,114732.62,34.0,Netherlands,Female,Savings,True,False,1
1478,0.0,731.0,41.0,4.0,22299.27,49.0,Italy,Male,FullAccess,True,False,6
1479,0.0,625.0,34.0,6.0,197283.2,89.0,France,Male,Savings,False,False,4
1480,108632.48,634.0,31.0,9.0,100000.325,17.0,Italy,Male,Savings,True,True,6
1481,153861.1,616.0,59.0,5.0,100000.325,9.0,France,Male,Savings,True,False,3
1482,100374.58,500.0,56.0,1.0,118490.8,41.0,Netherlands,Male,Savings,True,True,0
1483,0.0,446.0,32.0,8.0,133292.94,49.0,Netherlands,Male,FullAccess,False,False,4
1484,0.0,669.0,47.0,9.0,58170.24,59.0,France,Female,Savings,True,False,2
1485,116891.72,581.0,37.0,6.0,107137.3,51.0,Germany,Male,Savings,True,False,6
1486,133656.91,704.0,54.0,6.0,145071.33,69.0,Netherlands,Female,Savings,True,True,1
1487,92911.52,748.0,44.0,2.0,85495.24,4.0,France,Male,Savings,False,False,4
1488,119825.75,680.0,31.0,5.0,101139.3,16.0,Netherlands,Female,FullAccess,True,False,1
1489,111852.84,655.0,37.0,7.0,10511.13,66.0,Netherlands,Female,FullAccess,True,False,1
1490,106683.52,690.0,32.0,0.0,137916.49,29.0,Germany,Male,FullAccess,True,False,6
1491,139022.24,652.0,40.0,7.0,193383.13,7.0,Germany,Male,Savings,False,False,4
1492,148571.07,700.0,40.0,4.0,189826.96,55.0,Germany,Female,Savings,True,True,2
1493,0.0,652.0,52.0,5.0,144113.42,0.0,France,Male,Savings,True,False,3
1494,129776.72,652.0,42.0,1.0,143538.51,1.0,Netherlands,Male,FullAccess,False,False,4
1495,0.0,611.0,46.0,5.0,77677.14,59.0,France,Female,Savings,True,True,2
1496,0.0,606.0,46.0,8.0,183717.94,11.0,Spain,Female,FullAccess,True,False,2
1497,0.0,554.0,37.0,10.0,92180.62,46.0,France,Male,Savings,True,False,3
1498,0.0,567.0,37.0,7.0,28690.9,27.0,Netherlands,Female,FullAccess,True,False,1
1499,114739.92,559.0,24.0,3.0,85891.02,73.0,Spain,Male,Savings,True,True,6
1500,122545.65,594.0,41.0,2.0,42050.24,30.0,Netherlands,Male,FullAccess,True,False,0
1501,0.0,513.0,37.0,6.0,110142.34,29.0,Netherlands,Male,FullAccess,True,False,0
1502,0.0,652.0,26.0,5.0,179269.79,20.0,Netherlands,Female,Savings,True,False,1
1503,0.0,784.0,33.0,10.0,162022.47,38.0,Spain,Male,FullAccess,True,False,6
1504,0.0,812.0,37.0,5.0,66926.83,86.0,Netherlands,Female,OnlineBank,True,True,1
1505,0.0,784.0,37.0,8.0,108891.3,61.0,Netherlands,Female,FullAccess,True,False,1
1506,82767.42,570.0,18.0,5.0,71811.9,83.0,Netherlands,Female,Savings,True,False,1
1507,0.0,652.0,42.0,1.0,92223.59,31.0,Netherlands,Female,Savings,False,False,5
1508,133261.13,705.0,39.0,6.0,78065.9,21.0,Italy,Male,Savings,True,False,6
1509,0.0,681.0,32.0,3.0,59679.9,30.0,Netherlands,Female,FullAccess,True,False,1
1510,97925.11,620.0,41.0,0.0,85000.32,46.0,Netherlands,Male,Savings,True,False,0
1511,0.0,711.0,52.0,5.0,159808.95,26.0,Netherlands,Male,Savings,True,False,0
1512,140453.91,613.0,24.0,7.0,100000.325,82.0,Netherlands,Female,Savings,True,False,1
1513,117356.19,613.0,20.0,5.0,113557.7,76.0,Netherlands,Female,Savings,False,True,5
1514,0.0,682.0,36.0,5.0,147758.51,19.0,Netherlands,Male,FullAccess,True,False,0
1515,0.0,601.0,41.0,1.0,100000.325,14.0,Italy,Female,FullAccess,False,False,5
1516,0.0,595.0,35.0,8.0,100015.79,29.0,Spain,Male,Savings,True,True,6
1517,54098.18,652.0,37.0,5.0,54478.52,16.0,Spain,Male,FullAccess,False,False,4
1518,0.0,591.0,31.0,8.0,141677.33,17.0,Spain,Male,Savings,True,False,6
1519,113758.48,602.0,23.0,5.0,84077.6,81.0,France,Male,FullAccess,False,False,4
1520,0.0,506.0,34.0,7.0,115842.1,37.0,Italy,Male,FullAccess,False,False,4
1521,95488.82,814.0,44.0,8.0,100000.325,73.0,Netherlands,Male,FullAccess,False,False,4
1522,110829.52,652.0,30.0,5.0,24938.84,48.0,Netherlands,Male,FullAccess,False,False,4
1523,144244.59,485.0,51.0,7.0,51113.14,90.0,Germany,Male,FullAccess,True,False,6
1524,122021.92,696.0,31.0,8.0,33828.64,59.0,Germany,Female,FullAccess,True,False,2
1525,0.0,608.0,30.0,8.0,128875.86,66.0,Netherlands,Female,FullAccess,True,False,1
1526,0.0,792.0,50.0,9.0,100000.325,29.0,Italy,Male,Sustainable,True,True,6
1527,85839.62,790.0,42.0,1.0,198182.73,61.0,Netherlands,Male,Savings,True,False,0
1528,148172.44,452.0,35.0,4.0,4175.68,29.0,France,Male,Savings,True,False,3
1529,0.0,719.0,38.0,5.0,126876.47,49.0,Netherlands,Male,Savings,True,False,0
1530,0.0,707.0,40.0,5.0,41052.82,35.0,Netherlands,Female,FullAccess,True,False,1
1531,0.0,699.0,49.0,2.0,100000.325,77.0,Netherlands,Female,Savings,False,False,5
1532,0.0,850.0,30.0,2.0,27937.12,14.0,Italy,Male,FullAccess,False,False,4
1533,134766.85,828.0,37.0,8.0,79355.87,57.0,Netherlands,Male,Savings,True,False,0
1534,123210.56,850.0,30.0,5.0,102180.27,25.0,Italy,Male,FullAccess,True,False,6
